,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,SbjNum,NSE,NSEv1,NSEv2,edad,edadx,DNI,sexo,dep,prov,dist,zona,region,ambito,edu,edu2,ocupa,ocupa2,p01,p01otro,p02,p03,p04,p05_1,p05_2,p05_3,p05_4,p06_1,p06_2,p06_3,p06_4,p06_5,p06_6,p06_7,p06_8,p06_9,p06_10,p07,p07otro,p08,p08otro,p11,p12,p12a,p13,p13a,p15_1,p15_2,p15_3,p15_4,PONDERADOR,PERCENTAGE,periodo
484,484,484,484,160611946,NSE D,NSE D,NSE D/E,35,De 25 a 39 años,SI,Hombre,Arequipa,Arequipa,40127,Sur,2,Peru rural,Secundaria incompleta,Educacion Basica,-1,-1,Educacion, ,Aprueba,Mejorará en los próximos meses,Durará cinco años como presidente,Aprueba,Aprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,No conoce,Desaprueba,Aprueba,Desaprueba,Desaprueba,Desaprueba,No tiene nada positivo, ,"No les interesa la gente, solo piensan en ellos", ,"En marzo todos deberían regresar a clases presenciales, sin excepción",Sí,Desaprueba,Izquierda,Izquierda,Nada probable,Poco probable,Nada probable,Poco probable,1.3137,0.10857590105931136,NOVIEMBRE 2021
485,485,485,485,160611979,NSE D,NSE D,NSE D/E,40,De 40 a más años,SI,Hombre,Ayacucho,Huamanga,50101,Sur,2,Peru urbano,Superior universitaria completa,Educacion superior,-1,-1,Inestabilidad política, ,Aprueba,Mejorará en los próximos meses,Durará cinco años como presidente,Desaprueba,Aprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,No conoce,Desaprueba,Desaprueba,Desaprueba,NS/NP, ,No dejan gobernar al ejecutivo, ,Debe haber un retorno gradual de acuerdo con las condiciones de los colegios,NS/NP,Desaprueba,Izquierda,Izquierda,Muy probable,Muy probable,Muy probable,Muy probable,0.9446,0.07807018051353086,NOVIEMBRE 2021
486,486,486,486,160612097,NSE B2,NSE B,NSE A/B,64,De 40 a más años,SI,Mujer,Lima,Lima,150106,Lima Metropolitana,1,Lima Metropolitana,Secundaria completa,Educacion Basica,-1,-1,Inseguridad, ,Desaprueba,Empeorará en los próximos meses,No terminará su gobierno,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Aprueba,Aprueba,Aprueba,Aprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Aprueba,Desaprueba,Fizcalizan bien a los ministros, ,La falta de gente capacitada, ,Debe haber un retorno gradual de acuerdo con las condiciones de los colegios,No,Aprueba,Derecha,Derecha,Muy probable,Muy probable,Muy probable,Muy probable,0.659,0.054465645731967854,NOVIEMBRE 2021
487,487,487,487,160612173,NSE C2,NSE C,NSE C,28,De 25 a 39 años,SI,Hombre,Lima,Lima,150103,Lima Metropolitana,1,Lima Metropolitana,Superior universitaria incompleta,Educacion superior,-1,-1,Economia, ,Aprueba,Mejorará en los próximos meses,Durará cinco años como presidente,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Aprueba,Desaprueba,Aprueba,Desaprueba,Desaprueba,Desaprueba,Las leyes que han hecho en estos meses son buenas, ,"No les interesa la gente, solo piensan en ellos", ,Debe haber un retorno gradual de acuerdo con las condiciones de los colegios,Sí,Desaprueba,Centro,Centro,Muy probable,Muy probable,Muy probable,Poco probable,1.2423,0.10267476736392057,NOVIEMBRE 2021
488,488,488,488,160612190,NSE E,NSE E,NSE D/E,50,De 40 a más años,SI,Hombre,Puno,El Collao,210501,Sur,2,Peru rural,Secundaria completa,Educacion Basica,-1,-1,Economia, ,NS/NP,Se mantendrá igual los cinco años de su gobierno,No terminará su gobierno,NS/NP,Desaprueba,Desaprueba,NS/NP,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,No tiene nada positivo, ,"No les interesa la gente, solo piensan en ellos", ,Debe haber un retorno gradual de acuerdo con las condiciones de los colegios,Sí,Desaprueba,Izquierda,Izquierda,Poco probable,Algo probable,Poco probable,Muy probable,1.4135,0.1168242644038491,NOVIEMBRE 2021
489,489,489,489,160612216,NSE C1,NSE C,NSE C,25,De 25 a 39 años,SI,Hombre,Lambayeque,Lambayeque,140307,Norte,1,Peru urbano,Superior técnico completa,Educacion superior,-1,-1,Educacion, ,Desaprueba,Empeorará en los próximos meses,No terminará su gobierno,NS/NP,Desaprueba,Desaprueba,Aprueba,Aprueba,Desaprueba,Desaprueba,Desaprueba,Aprueba,Desaprueba,Aprueba,Desaprueba,Desaprueba,Desaprueba,Ahorran y no malgastan su presupuesto, ,La falta de gente capacitada, ,Debe haber un retorno gradual de acuerdo con las condiciones de los colegios,No,Desaprueba,Centro,Centro,Muy probable,Muy probable,Muy probable,Muy probable,0.878,0.07256576168841848,NOVIEMBRE 2021
490,490,490,490,160612291,NSE C2,NSE C,NSE C,43,De 40 a más años,SI,Mujer,Lambayeque,Chiclayo,140101,Norte,1,Peru urbano,Superior universitaria completa,Educacion superior,-1,-1,Economia, ,Aprueba,Mejorará en los próximos meses,Durará cinco años como presidente,Aprueba,Aprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Aprueba,Aprueba,Aprueba,Desaprueba,Desaprueba,Las leyes que han hecho en estos meses son buenas, ,"No les interesa la gente, solo piensan en ellos", ,El próximo año deberían mantenerse clases virtuales y no presenciales,No,Desaprueba,Derecha,Derecha,Muy probable,Muy probable,Muy probable,Muy probable,0.9056,0.0748468721925191,NOVIEMBRE 2021
491,491,491,491,160612329,NSE C2,NSE C,NSE C,27,De 25 a 39 años,SI,Mujer,Lima,Lima,150137,Lima Metropolitana,1,Lima Metropolitana,Superior universitaria incompleta,Educacion superior,-1,-1,Corrupcion, ,NS/NP,Mejorará en los próximos meses,No terminará su gobierno,NS/NP,Desaprueba,Desaprueba,NS/NP,Desaprueba,No conoce,No conoce,Desaprueba,Desaprueba,Aprueba,No conoce,Desaprueba,No conoce,Desaprueba,Controlan las acciones del Presidente Castillo, ,No dejan gobernar al ejecutivo, ,Debe haber un retorno gradual de acuerdo con las condiciones de los colegios,No,Desaprueba,Centro,Centro,Muy probable,Muy probable,Muy probable,Muy probable,1.191,0.09843487718782051,NOVIEMBRE 2021
492,492,492,492,160612469,NSE E,NSE E,NSE D/E,31,De 25 a 39 años,SI,Mujer,Piura,Ayabaca,200201,Norte,2,Peru urbano,Superior universitaria completa,Educacion superior,-1,-1,Economia, ,NS/NP,99,No terminará su gobierno,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,No conoce,Desaprueba,Desaprueba,Desaprueba,Desaprueba,No tiene nada positivo, ,No dejan gobernar al ejecutivo, ,Debe haber un retorno gradual de acuerdo con las condiciones de los colegios,Sí,Desaprueba,Centro,Centro,Muy probable,Muy probable,Muy probable,Muy probable,0.8417,0.06956560548193831,NOVIEMBRE 2021
493,493,493,493,160612502,NSE D,NSE D,NSE D/E,30,De 25 a 39 años,SI,Mujer,Lima,Lima,150132,Lima Metropolitana,1,Lima Metropolitana,Secundaria completa,Educacion Basica,-1,-1,Economia, ,Desaprueba,Empeorará en los próximos meses,No terminará su gobierno,Desaprueba,Desaprueba,Desaprueba,Aprueba,Aprueba,NS/NP,Aprueba,Aprueba,Desaprueba,Desaprueba,Desaprueba,NS/NP,No conoce,Desaprueba,Fizcalizan bien a los ministros, ,La falta de gente capacitada, ,Debe haber un retorno gradual de acuerdo con las condiciones de los colegios,No,Aprueba,Derecha,Derecha,Muy probable,Muy probable,Muy probable,Muy probable,1.592,0.131577098642326,NOVIEMBRE 2021
494,494,494,494,160612551,NSE C1,NSE C,NSE C,61,De 40 a más años,SI,Mujer,La Libertad,Trujillo,130105,Norte,1,Peru urbano,Superior universitaria completa,Educacion superior,-1,-1,Economia, ,Desaprueba,Empeorará en los próximos meses,No terminará su gobierno,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Controlan las acciones del Presidente Castillo, ,"No les interesa la gente, solo piensan en ellos", ,El próximo año deberían mantenerse clases virtuales y no presenciales,No,Aprueba,Centro,Centro,Muy probable,Muy probable,Muy probable,Muy probable,0.9056,0.0748468721925191,NOVIEMBRE 2021
495,495,495,495,160612584,NSE B1,NSE B,NSE A/B,85,De 40 a más años,SI,Mujer,Áncash,Pomabamba,21601,Norte,2,Peru urbano,Primaria completa,Educacion Basica,-1,-1,Falta de transparencia, ,Desaprueba,Empeorará en los próximos meses,No terminará su gobierno,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,No conoce,Aprueba,Desaprueba,Desaprueba,Desaprueba,Aprueba,No conoce,Aprueba,Controlan las acciones del Presidente Castillo, ,La falta de gente capacitada, ,Debe haber un retorno gradual de acuerdo con las condiciones de los colegios,No,Aprueba,Derecha,Derecha,Muy probable,Muy probable,Muy probable,Muy probable,0.9056,0.0748468721925191,NOVIEMBRE 2021
496,496,496,496,160612655,NSE D,NSE D,NSE D/E,20,De 18 a 24 años,SI,Mujer,Ayacucho,Huamanga,50101,Sur,2,Peru urbano,Secundaria incompleta,Educacion Basica,-1,-1,Covid19/pandemia, ,Desaprueba,Mejorará en los próximos meses,No terminará su gobierno,Aprueba,Aprueba,Aprueba,Desaprueba,Aprueba,Desaprueba,Aprueba,Desaprueba,Aprueba,Aprueba,Aprueba,Aprueba,Aprueba,Aprueba,Controlan las acciones del Presidente Castillo, ,"No les interesa la gente, solo piensan en ellos", ,"En marzo todos deberían regresar a clases presenciales, sin excepción",Sí,Aprueba,Izquierda,Izquierda,Poco probable,Poco probable,Nada probable,Muy probable,0.8416,0.06955734058880751,NOVIEMBRE 2021
497,497,497,497,160612681,NSE D,NSE D,NSE D/E,30,De 25 a 39 años,SI,Hombre,Junín,Chanchamayo,120305,Selva,3,Peru urbano,Secundaria completa,Educacion Basica,-1,-1,Economia, ,Desaprueba,Se mantendrá igual los cinco años de su gobierno,NS/NP,Desaprueba,Aprueba,Aprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Fizcalizan bien a los ministros, ,Ahorran y no malgastan su presupuesto, ,"En marzo todos deberían regresar a clases presenciales, sin excepción",No,Aprueba,Centro,Centro,Algo probable,Muy probable,Algo probable,Poco probable,0.878,0.07256576168841848,NOVIEMBRE 2021
498,498,498,498,160612738,NSE E,NSE E,NSE D/E,66,De 40 a más años,SI,Hombre,Puno,Puno,210101,Sur,2,Peru urbano,Secundaria completa,Educacion Basica,-1,-1,Empleo, ,Aprueba,Se mantendrá igual los cinco años de su gobierno,NS/NP,Desaprueba,Aprueba,Desaprueba,Aprueba,Desaprueba,Aprueba,Desaprueba,Desaprueba,Aprueba,Desaprueba,Aprueba,Desaprueba,Aprueba,Aprueba,Fizcalizan bien a los ministros, ,"No les interesa la gente, solo piensan en ellos", ,Debe haber un retorno gradual de acuerdo con las condiciones de los colegios,Sí,Desaprueba,Izquierda,Izquierda,Muy probable,Algo probable,Muy probable,Poco probable,0.9446,0.07807018051353086,NOVIEMBRE 2021
499,499,499,499,160612783,NSE B2,NSE B,NSE A/B,40,De 40 a más años,SI,Mujer,Lima,Lima,150140,Lima Metropolitana,1,Lima Metropolitana,Superior técnico completa,Educacion superior,-1,-1,Inestabilidad política, ,Aprueba,Mejorará en los próximos meses,Durará cinco años como presidente,Aprueba,Aprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,No tiene nada positivo, ,No dejan gobernar al ejecutivo, ,Debe haber un retorno gradual de acuerdo con las condiciones de los colegios,Sí,Desaprueba,Derecha,Derecha,Algo probable,Muy probable,Muy probable,Muy probable,0.659,0.054465645731967854,NOVIEMBRE 2021
500,500,500,500,160612786,NSE A1,NSE A,NSE A/B,31,De 25 a 39 años,SI,Hombre,San Martín,San Martín,220909,Selva,3,Peru urbano,Posgrado universitario,Educacion superior,-1,-1,Economia, ,Desaprueba,Empeorará en los próximos meses,No terminará su gobierno,Desaprueba,Desaprueba,Aprueba,Desaprueba,Aprueba,No conoce,No conoce,No conoce,No conoce,No conoce,Desaprueba,No conoce,Aprueba,No conoce,Controlan las acciones del Presidente Castillo, ,La falta de gente capacitada, ,"En marzo todos deberían regresar a clases presenciales, sin excepción",No,Aprueba,Centro,Centro,Muy probable,Muy probable,Muy probable,Poco probable,0.878,0.07256576168841848,NOVIEMBRE 2021
501,501,501,501,160612800,NSE B2,NSE B,NSE A/B,26,De 25 a 39 años,SI,Mujer,Lima,Lima,150136,Lima Metropolitana,1,Lima Metropolitana,Superior técnico completa,Educacion superior,-1,-1,Corrupcion, ,Desaprueba,Mejorará en los próximos meses,No terminará su gobierno,Aprueba,Desaprueba,Desaprueba,Aprueba,Desaprueba,Aprueba,Desaprueba,Desaprueba,Aprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,No conoce,Controlan las acciones del Presidente Castillo, ,"No les interesa la gente, solo piensan en ellos", ,El próximo año deberían mantenerse clases virtuales y no presenciales,No,Desaprueba,Centro,Centro,Algo probable,Algo probable,Muy probable,Muy probable,0.6125,0.050622470426146156,NOVIEMBRE 2021
502,502,502,502,160612827,NSE D,NSE D,NSE D/E,34,De 25 a 39 años,SI,Hombre,Puno,San Román,211101,Sur,2,Peru urbano,Secundaria completa,Educacion Basica,-1,-1,Corrupcion, ,Desaprueba,Empeorará en los próximos meses,No terminará su gobierno,Aprueba,Aprueba,Desaprueba,Aprueba,Aprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,No tiene nada positivo, ,"No les interesa la gente, solo piensan en ellos", ,"En marzo todos deberían regresar a clases presenciales, sin excepción",No,Aprueba,Centro,Centro,Algo probable,Muy probable,Poco probable,Algo probable,0.878,0.07256576168841848,NOVIEMBRE 2021
503,503,503,503,160613005,NSE D,NSE D,NSE D/E,23,De 18 a 24 años,SI,Mujer,Cusco,Cusco,80106,Sur,2,Peru rural,Secundaria completa,Educacion Basica,-1,-1,Corrupcion, ,Aprueba,Mejorará en los próximos meses,NS/NP,Desaprueba,NS/NP,Aprueba,NS/NP,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Aprueba,Desaprueba,Desaprueba,Desaprueba,Controlan las acciones del Presidente Castillo, ,No dejan gobernar al ejecutivo, ,"En marzo todos deberían regresar a clases presenciales, sin excepción",Sí,Desaprueba,Izquierda,Izquierda,Muy probable,Algo probable,Muy probable,Muy probable,1.2594,0.1040880640892873,NOVIEMBRE 2021
504,504,504,504,160613250,NSE E,NSE E,NSE D/E,21,De 18 a 24 años,SI,Hombre,Puno,Carabaya,210301,Sur,2,Peru rural,Secundaria completa,Educacion Basica,-1,-1,Covid19/pandemia, ,Aprueba,Mejorará en los próximos meses,Durará cinco años como presidente,Aprueba,Aprueba,Aprueba,Aprueba,Aprueba,Aprueba,Aprueba,Desaprueba,Desaprueba,Aprueba,Aprueba,Aprueba,Desaprueba,Aprueba,Las leyes que han hecho en estos meses son buenas, ,La falta de gente capacitada, ,Debe haber un retorno gradual de acuerdo con las condiciones de los colegios,No,Desaprueba,Derecha,Derecha,Algo probable,Algo probable,Poco probable,Algo probable,1.3137,0.10857590105931136,NOVIEMBRE 2021
505,505,505,505,160613356,NSE D,NSE D,NSE D/E,23,De 18 a 24 años,SI,Mujer,San Martín,San Martín,220901,Selva,3,Peru urbano,Secundaria completa,Educacion Basica,-1,-1,Educacion, ,Aprueba,Mejorará en los próximos meses,Durará cinco años como presidente,Aprueba,Aprueba,Desaprueba,Aprueba,Aprueba,No conoce,Aprueba,Desaprueba,No conoce,Aprueba,Desaprueba,No conoce,Aprueba,No conoce,Fizcalizan bien a los ministros, ,No dejan gobernar al ejecutivo, ,NS/NP,Sí,Desaprueba,Izquierda,Izquierda,Muy probable,Muy probable,Muy probable,Muy probable,0.8416,0.06955734058880751,NOVIEMBRE 2021
506,506,506,506,160613377,NSE E,NSE E,NSE D/E,20,De 18 a 24 años,SI,Mujer,Moquegua,Mariscal Nieto,180106,Sur,1,Peru rural,Superior técnico completa,Educacion superior,-1,-1,Economia, ,Aprueba,Mejorará en los próximos meses,Durará cinco años como presidente,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Aprueba,Desaprueba,Aprueba,Desaprueba,Desaprueba,Aprueba,No tiene nada positivo, ,Todo es negativo en el Congreso,NO TIENE NADA DE POSITIVO,"En marzo todos deberían regresar a clases presenciales, sin excepción",Sí,Desaprueba,Izquierda,Izquierda,Muy probable,Muy probable,Muy probable,Algo probable,1.2594,0.1040880640892873,NOVIEMBRE 2021
507,507,507,507,160613425,NSE C2,NSE C,NSE C,70,De 40 a más años,SI,Hombre,La Libertad,Ascope,130208,Norte,1,Peru urbano,Primaria completa,Educacion Basica,-1,-1,Falta de transparencia, ,Desaprueba,Empeorará en los próximos meses,No terminará su gobierno,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Aprueba,Aprueba,Aprueba,Aprueba,Aprueba,Aprueba,Desaprueba,Aprueba,Aprueba,Aprueba,No tiene nada positivo, ,Ahorran y no malgastan su presupuesto, ,"En marzo todos deberían regresar a clases presenciales, sin excepción",No,Aprueba,Izquierda,Izquierda,Muy probable,Muy probable,Nada probable,Muy probable,0.9446,0.07807018051353086,NOVIEMBRE 2021
508,508,508,508,160613571,NSE C2,NSE C,NSE C,77,De 40 a más años,SI,Hombre,Lima,Lima,150143,Lima Metropolitana,1,Lima Metropolitana,Secundaria completa,Educacion Basica,-1,-1,Economia, ,Desaprueba,Empeorará en los próximos meses,No terminará su gobierno,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Aprueba,NS/NP,NS/NP,Desaprueba,Desaprueba,Desaprueba,Aprueba,Desaprueba,Fizcalizan bien a los ministros, ,La falta de gente capacitada, ,"En marzo todos deberían regresar a clases presenciales, sin excepción",No,Aprueba,Centro,Centro,Muy probable,Muy probable,Muy probable,Muy probable,1.3367,0.1104768264793952,NOVIEMBRE 2021
509,509,509,509,160613755,NSE C1,NSE C,NSE C,50,De 40 a más años,SI,Hombre,Lima,Lima,150132,Lima Metropolitana,1,Lima Metropolitana,Superior técnico incompleta,Educacion superior,-1,-1,Corrupcion, ,Aprueba,Se mantendrá igual los cinco años de su gobierno,Durará cinco años como presidente,Aprueba,Aprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Aprueba,Aprueba,Aprueba,Desaprueba,Aprueba,No tiene nada positivo, ,"No les interesa la gente, solo piensan en ellos", ,El próximo año deberían mantenerse clases virtuales y no presenciales,No,Desaprueba,Centro,Centro,Muy probable,Muy probable,Muy probable,Muy probable,1.3367,0.1104768264793952,NOVIEMBRE 2021
510,510,510,510,160613788,NSE E,NSE E,NSE D/E,38,De 25 a 39 años,SI,Mujer,Tacna,Tacna,230110,Sur,1,Peru urbano,Secundaria completa,Educacion Basica,-1,-1,Economia, ,NS/NP,Mejorará en los próximos meses,Durará cinco años como presidente,Desaprueba,Desaprueba,Desaprueba,NS/NP,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Aprueba,Desaprueba,Desaprueba,Desaprueba,No tiene nada positivo, ,"No les interesa la gente, solo piensan en ellos", ,"En marzo todos deberían regresar a clases presenciales, sin excepción",Sí,Desaprueba,Derecha,Derecha,Muy probable,Muy probable,Muy probable,Muy probable,0.8417,0.06956560548193831,NOVIEMBRE 2021
511,511,511,511,160613813,NSE D,NSE D,NSE D/E,29,De 25 a 39 años,SI,Mujer,Piura,Piura,200115,Norte,1,Peru urbano,Superior universitaria incompleta,Educacion superior,-1,-1,Economia, ,Desaprueba,Empeorará en los próximos meses,No terminará su gobierno,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Aprueba,Aprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,No conoce,Desaprueba,Desaprueba,Fizcalizan bien a los ministros, ,Ahorran y no malgastan su presupuesto, ,El próximo año deberían mantenerse clases virtuales y no presenciales,No,Aprueba,Derecha,Derecha,Muy probable,Muy probable,Muy probable,Algo probable,0.8417,0.06956560548193831,NOVIEMBRE 2021
512,512,512,512,160614027,NSE C2,NSE C,NSE C,50,De 40 a más años,SI,Hombre,Junín,Chupaca,120902,Centro,2,Peru rural,Secundaria completa,Educacion Basica,-1,-1,Corrupcion, ,Aprueba,Mejorará en los próximos meses,Durará cinco años como presidente,Aprueba,Aprueba,Desaprueba,Desaprueba,Aprueba,Desaprueba,Desaprueba,Desaprueba,Aprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,No tiene nada positivo, ,"No les interesa la gente, solo piensan en ellos", ,Debe haber un retorno gradual de acuerdo con las condiciones de los colegios,Sí,Desaprueba,Centro,Centro,Muy probable,Algo probable,Algo probable,Algo probable,1.4135,0.1168242644038491,NOVIEMBRE 2021
513,513,513,513,160614156,NSE C2,NSE C,NSE C,24,De 18 a 24 años,SI,Mujer,La Libertad,Trujillo,130111,Norte,1,Peru urbano,Superior técnico incompleta,Educacion superior,-1,-1,Economia, ,NS/NP,Empeorará en los próximos meses,No terminará su gobierno,Desaprueba,Desaprueba,Desaprueba,Aprueba,Desaprueba,Aprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Las leyes que han hecho en estos meses son buenas, ,Ahorran y no malgastan su presupuesto, ,El próximo año deberían mantenerse clases virtuales y no presenciales,Sí,Desaprueba,Centro,Centro,Muy probable,Muy probable,Muy probable,Muy probable,0.8416,0.06955734058880751,NOVIEMBRE 2021
514,514,514,514,160614198,NSE C1,NSE C,NSE C,23,De 18 a 24 años,SI,Hombre,Lima,Lima,150118,Lima Metropolitana,1,Lima Metropolitana,Superior universitaria completa,Educacion superior,-1,-1,Educacion, ,Desaprueba,Empeorará en los próximos meses,No terminará su gobierno,Aprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,No conoce,Desaprueba,Desaprueba,No conoce,Desaprueba,Desaprueba,Desaprueba,No conoce,Desaprueba,NS/NP, ,"No les interesa la gente, solo piensan en ellos", ,Debe haber un retorno gradual de acuerdo con las condiciones de los colegios,No,Desaprueba,Izquierda,Izquierda,Muy probable,Muy probable,Muy probable,Muy probable,1.2423,0.10267476736392057,NOVIEMBRE 2021
